id,gender,education,income,work_status,investment_knowledge,financial_satisfaction_score,risk_tolerance,income_to_debt,difficult_to_pay_bills,know_retirement_amount,confidence_paying_unexpected_need,current_credit_record,worry_about_retirement,finances_makes_me_anxious,finances_makes_me_stressed,savings_account,comfort_asking_questions,employer_provided_retirement_account,self_retirement_account,other_investment_accounts,minimum_credit_card_payement_only,too_much_debt,good_at_daily_financial_matters,good_at_math,financial_knowledge,taken_financial_education,how_many_hours_of_financial_education,cat_gender,cat_employer_provided_retirement_account,cat_self_retirement_account,cat_other_investment_accounts,cat_market_participant,market_participant,cat_work_status,cat_current_credit_record,cat_ft_status
2018021369,2,3,3,8,0,3,1,3,2,0,4,4,4,5,5,2,3,1,2,2,1,6,5,5,5,2,0,Female,Yes,No,No,Yes,1,Retired,Good,Other
2018021370,2,2,5,2,0,4,5,1,3,1,1,5,7,5,5,1,6,1,2,1,1,5,7,7,4,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021371,2,2,6,2,1,8,3,1,3,2,1,5,4,4,4,1,0,0,0,0,2,1,7,7,7,2,0,Female,Unknown,Unknown,Unknown,No,0,Work full-time for an employer,Very good,Full-Time
2018021372,2,2,1,6,1,2,3,1,1,2,4,2,6,6,6,2,5,2,2,0,0,4,6,6,5,2,0,Female,No,No,Unknown,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018021373,2,2,7,8,2,8,7,1,3,0,1,5,5,5,5,1,7,2,1,1,2,1,7,7,7,2,0,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018021374,1,3,5,8,0,1,7,1,3,0,1,4,3,2,3,1,6,2,2,1,2,2,6,6,6,2,0,Male,No,No,Yes,Yes,1,Retired,Good,Other
2018021375,1,1,1,6,1,1,1,2,2,2,4,2,4,6,6,2,7,2,2,2,0,7,5,6,5,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018021376,2,2,4,7,0,1,5,0,1,2,4,2,7,7,7,2,4,2,2,2,0,7,4,4,4,2,0,Female,No,No,No,No,0,Unemployed or temporarily laid off,Bad,Other
2018021377,1,2,1,3,3,5,6,1,3,1,0,4,3,1,1,2,7,2,0,0,2,1,1,7,5,2,0,Male,No,Unknown,Unknown,No,0,Work part-time for an employer,Good,Other
2018021378,1,5,7,8,1,7,1,1,2,0,2,0,4,4,4,1,7,2,2,0,0,5,7,6,6,1,3,Male,No,No,Unknown,No,0,Retired,Unknown,Other
2018021379,2,2,2,8,0,7,1,1,3,0,2,4,6,4,4,1,6,0,0,2,2,1,7,5,6,2,0,Female,Unknown,Unknown,No,No,0,Retired,Good,Other
2018021380,2,2,6,6,2,8,8,1,3,1,1,5,2,4,1,2,7,1,1,0,2,4,7,7,7,2,0,Female,Yes,Yes,Unknown,Yes,1,"Permanently sick, disabled, or unable to work",Very good,Other
2018021381,1,2,5,8,3,7,3,3,3,0,4,3,2,2,1,1,6,1,2,2,0,6,4,1,5,2,0,Male,Yes,No,No,Yes,1,Retired,About average,Other
2018021382,2,2,3,2,0,6,1,1,3,0,1,5,7,6,6,1,2,2,2,2,2,1,7,7,0,2,0,Female,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
2018021383,2,2,6,8,3,6,5,1,3,0,1,5,7,6,1,2,7,1,1,1,2,4,6,4,5,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021384,2,3,1,8,0,8,2,3,3,0,3,4,1,1,1,1,7,2,2,2,2,4,7,7,6,2,0,Female,No,No,No,No,0,Retired,Good,Other
2018021385,2,2,5,8,3,9,2,1,3,0,3,4,4,1,2,1,7,1,2,1,1,4,6,5,6,2,0,Female,Yes,No,Yes,Yes,1,Retired,Good,Other
2018021386,2,2,7,2,3,5,5,1,3,2,1,5,6,4,4,1,6,1,2,2,2,3,6,6,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021387,1,4,5,8,3,10,6,1,3,0,1,5,1,1,1,1,7,2,1,1,2,1,7,6,6,2,0,Male,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018021388,1,7,7,2,3,7,5,2,3,2,1,5,3,3,4,1,6,1,2,2,2,3,6,6,5,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021389,1,7,5,8,0,4,9,1,3,0,1,5,1,1,1,1,7,2,2,2,2,1,7,7,7,2,0,Male,No,No,No,No,0,Retired,Very good,Other
2018021390,2,4,1,4,0,1,1,0,2,2,0,3,4,4,4,0,4,2,2,2,0,4,4,4,5,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018021391,2,3,6,2,1,0,1,3,3,2,1,5,4,5,6,2,7,1,2,2,0,1,7,7,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021392,1,2,1,2,0,6,10,2,2,1,3,3,3,6,2,2,5,2,2,2,2,2,5,5,7,2,0,Male,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018021393,2,2,5,3,2,7,3,1,3,2,2,5,3,3,3,1,6,2,1,2,2,2,6,5,5,2,0,Female,No,Yes,No,Yes,1,Work part-time for an employer,Very good,Other
2018021394,2,5,3,2,0,7,8,2,2,0,2,5,7,6,7,2,6,1,2,2,1,7,6,5,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021395,1,3,4,8,1,7,6,3,3,0,1,3,4,4,4,1,4,0,0,0,2,4,4,6,4,2,0,Male,Unknown,Unknown,Unknown,No,0,Retired,About average,Other
2018021396,2,3,5,4,3,8,4,3,3,0,1,5,3,5,5,1,5,1,0,1,2,1,7,7,6,2,0,Female,Yes,Unknown,Yes,Yes,1,Homemaker,Very good,Other
2018021397,1,6,5,8,1,9,3,3,3,0,1,5,1,1,1,1,7,1,2,2,2,1,6,6,5,2,0,Male,Yes,No,No,Yes,1,Retired,Very good,Other
2018021398,2,2,1,6,0,1,1,3,3,1,2,1,7,7,7,1,7,2,2,2,0,7,7,7,5,1,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Very bad,Other
2018021399,2,3,6,8,3,10,8,2,3,0,1,5,2,1,1,1,7,2,1,1,2,1,7,7,6,2,0,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018021400,2,6,3,2,3,7,4,1,2,2,2,5,7,6,5,1,6,2,2,2,1,2,5,6,5,1,2,Female,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
2018021401,1,2,5,4,1,8,9,1,3,1,1,5,2,7,4,1,7,1,1,1,2,2,7,6,6,2,0,Male,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018021402,1,2,1,6,0,1,1,2,1,2,4,5,4,4,4,2,4,2,2,2,2,7,7,7,4,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Very good,Other
2018021403,2,5,5,8,1,8,3,1,3,0,1,5,4,2,2,1,6,1,2,2,2,1,6,6,5,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018021404,2,3,4,8,1,6,1,1,2,0,2,5,7,7,7,0,6,2,2,2,2,2,7,6,5,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018021405,1,7,8,2,1,8,7,2,1,1,1,4,5,6,6,1,6,1,1,1,2,6,5,6,6,1,3,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018021406,2,2,5,8,2,5,4,1,3,0,1,5,4,4,4,1,7,2,1,1,2,1,7,5,6,2,0,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018021407,2,2,5,8,2,8,6,3,3,0,1,5,6,6,5,1,7,1,1,2,1,2,7,6,6,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018021408,2,2,7,8,2,8,1,1,3,0,1,5,4,4,4,1,4,0,1,2,2,4,4,4,0,2,0,Female,Unknown,Yes,No,Yes,1,Retired,Very good,Other
2018021409,1,7,6,2,1,5,4,3,3,1,2,4,6,3,2,1,7,1,2,2,2,4,5,6,5,2,3,Male,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018021410,2,4,5,1,1,1,3,3,2,1,4,4,0,6,6,2,7,1,2,2,2,6,7,7,6,1,0,Female,Yes,No,No,Yes,1,Self-employed,Good,Other
2018021411,2,6,4,5,0,3,5,1,1,2,4,4,1,6,4,1,7,2,2,2,2,7,7,7,5,1,1,Female,No,No,No,No,0,Full-time student,Good,Other
2018021412,1,2,6,8,1,10,5,3,3,0,1,5,1,1,1,1,7,2,1,1,2,1,7,7,7,2,0,Male,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018021413,1,4,3,2,0,0,0,0,3,0,2,0,6,6,0,2,4,0,0,0,0,0,0,6,2,2,0,Male,Unknown,Unknown,Unknown,No,0,Work full-time for an employer,Unknown,Full-Time
2018021414,1,2,5,8,3,5,3,3,2,0,2,4,4,5,5,1,4,2,1,1,2,4,4,4,4,2,0,Male,No,Yes,Yes,Yes,1,Retired,Good,Other
2018021415,1,3,4,8,1,3,1,1,2,0,1,5,7,6,6,1,7,1,2,2,2,4,7,7,6,2,0,Male,Yes,No,No,Yes,1,Retired,Very good,Other
2018021416,1,2,7,8,3,7,4,3,3,0,1,0,4,4,2,1,6,1,2,2,0,2,7,7,6,2,0,Male,Yes,No,No,Yes,1,Retired,Unknown,Other
2018021417,2,2,6,4,1,9,2,1,3,0,1,3,2,2,2,2,4,2,2,2,0,1,7,7,4,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018021418,2,2,5,8,0,10,1,1,3,0,1,5,1,1,1,1,7,1,1,1,0,1,7,7,7,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021419,2,2,7,8,0,8,5,1,3,0,1,5,2,1,1,1,7,1,1,1,2,1,7,7,7,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021420,2,2,1,6,3,1,1,2,1,2,4,1,7,7,7,1,0,2,2,2,0,7,6,1,5,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Very bad,Other
2018021421,1,2,3,2,0,1,7,2,1,1,4,2,7,7,7,1,5,1,2,2,0,7,4,6,5,1,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018021422,2,3,2,4,1,7,7,2,1,2,3,2,7,7,7,2,5,2,2,2,2,6,5,3,5,2,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018021423,1,6,5,2,0,8,7,1,3,1,1,5,5,3,2,1,6,1,2,2,2,1,7,7,5,2,1,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021424,1,3,2,1,1,7,8,1,2,2,2,3,7,6,7,2,7,2,2,2,0,2,6,7,6,1,0,Male,No,No,No,No,0,Self-employed,About average,Other
2018021425,2,6,3,3,0,2,1,1,2,1,1,5,7,5,5,1,7,1,1,2,2,7,7,7,5,2,0,Female,Yes,Yes,No,Yes,1,Work part-time for an employer,Very good,Other
2018021426,2,4,7,2,1,10,8,3,3,2,2,5,6,7,7,2,6,2,1,1,2,6,7,6,6,2,0,Female,No,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021427,1,2,1,5,0,10,1,3,3,2,4,3,4,4,4,2,4,0,0,0,0,4,4,4,0,0,0,Male,Unknown,Unknown,Unknown,No,0,Full-time student,About average,Other
2018021428,2,2,2,2,0,3,1,2,1,2,4,2,7,7,7,1,6,2,2,2,1,5,5,4,5,1,1,Female,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018021429,1,4,1,3,1,1,6,2,1,1,2,3,7,7,7,1,5,2,1,1,1,7,7,7,7,2,0,Male,No,Yes,Yes,Yes,1,Work part-time for an employer,About average,Other
2018021430,2,4,2,3,0,1,1,1,2,2,4,2,7,7,7,2,5,2,2,0,0,7,1,6,2,2,2,Female,No,No,Unknown,No,0,Work part-time for an employer,Bad,Other
2018021431,1,1,5,2,1,8,10,2,1,1,1,2,7,7,7,1,7,1,1,1,2,7,7,5,7,1,2,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Bad,Full-Time
2018021432,1,7,6,8,1,4,4,2,2,0,1,5,6,6,6,1,7,1,2,1,2,6,6,7,6,2,0,Male,Yes,No,Yes,Yes,1,Retired,Very good,Other
2018021433,2,7,5,2,0,6,4,3,3,2,2,5,5,4,4,1,3,1,1,1,2,3,6,5,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021434,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Unknown,Unknown,Unknown,No,0,Retired,Unknown,Other
2018021435,2,2,7,2,3,6,1,1,3,1,1,5,7,4,4,1,4,1,2,1,2,2,4,6,5,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021436,1,5,3,8,0,7,10,3,2,0,2,5,6,4,4,2,7,2,2,2,2,2,6,5,5,2,0,Male,No,No,No,No,0,Retired,Very good,Other
2018021437,2,4,3,3,0,1,2,3,1,2,4,2,7,7,7,1,5,2,2,2,0,4,4,4,4,2,0,Female,No,No,No,No,0,Work part-time for an employer,Bad,Other
2018021438,1,7,6,8,3,10,8,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021439,1,4,5,2,1,8,7,2,3,1,1,5,4,3,4,1,7,1,2,2,2,1,6,7,5,2,2,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021440,1,6,5,8,3,10,6,1,3,0,1,5,4,4,2,1,7,1,1,1,0,1,7,7,7,0,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021441,1,6,5,8,0,6,7,3,3,0,2,5,6,5,5,1,6,1,2,2,2,4,7,7,5,2,0,Male,Yes,No,No,Yes,1,Retired,Very good,Other
2018021442,1,4,6,8,1,5,10,3,3,0,2,5,4,4,4,1,7,1,2,1,2,6,7,7,7,2,0,Male,Yes,No,Yes,Yes,1,Retired,Very good,Other
2018021443,1,6,6,2,3,9,8,2,3,0,3,5,6,4,4,1,6,2,1,2,1,5,5,6,5,2,0,Male,No,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021444,1,2,3,1,0,6,5,2,2,2,2,4,6,5,7,2,7,1,2,1,2,7,6,5,5,1,0,Male,Yes,No,Yes,Yes,1,Self-employed,Good,Other
2018021445,1,6,6,2,1,4,7,1,2,1,3,2,5,5,5,1,6,1,2,2,1,6,6,6,6,2,3,Male,Yes,No,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018021446,2,3,7,4,2,9,6,3,3,1,1,5,1,1,2,1,7,1,2,2,2,1,7,4,6,2,0,Female,Yes,No,No,Yes,1,Homemaker,Very good,Other
2018021447,2,5,3,1,1,6,9,1,2,2,3,3,5,6,5,1,7,0,0,2,0,3,7,7,6,2,0,Female,Unknown,Unknown,No,No,0,Self-employed,About average,Other
2018021448,1,7,6,2,1,5,8,2,3,2,1,5,5,5,5,1,4,1,1,1,2,2,7,6,5,2,2,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021449,1,4,5,1,2,1,1,2,2,2,3,1,6,7,6,2,1,1,1,2,1,6,1,4,4,2,0,Male,Yes,Yes,No,Yes,1,Self-employed,Very bad,Other
2018021450,1,4,3,7,0,7,9,3,2,2,3,0,4,3,3,1,5,2,2,2,0,0,3,7,5,2,0,Male,No,No,No,No,0,Unemployed or temporarily laid off,Unknown,Other
2018021451,2,6,8,8,3,10,2,1,3,0,1,5,1,1,1,1,7,2,1,2,2,1,7,7,7,2,0,Female,No,Yes,No,Yes,1,Retired,Very good,Other
2018021452,2,5,5,1,1,5,6,3,3,2,4,2,4,4,4,1,4,1,2,2,1,2,4,4,5,2,0,Female,Yes,No,No,Yes,1,Self-employed,Bad,Other
2018021453,1,4,5,2,1,7,7,1,2,2,1,5,5,5,4,1,7,2,2,2,2,1,6,6,5,2,0,Male,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
2018021454,1,3,3,2,0,1,5,1,2,2,4,3,7,4,4,2,7,2,2,2,0,4,4,6,3,2,0,Male,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018021455,2,6,7,2,1,9,5,1,3,1,1,5,5,5,3,1,7,1,1,2,2,1,7,7,5,2,3,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021456,1,7,8,2,1,8,7,1,3,1,2,4,4,3,4,1,7,1,1,1,2,4,6,6,6,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018021457,1,7,8,2,3,7,3,1,2,1,1,5,6,7,7,1,7,1,1,1,2,1,4,7,6,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021458,2,5,1,3,0,2,4,1,2,1,2,4,4,6,6,2,7,2,2,2,2,1,4,7,4,0,0,Female,No,No,No,No,0,Work part-time for an employer,Good,Other
2018021459,1,6,6,2,1,10,10,3,3,1,1,5,6,5,2,1,6,0,0,0,1,4,7,7,6,1,3,Male,Unknown,Unknown,Unknown,No,0,Work full-time for an employer,Very good,Full-Time
2018021460,1,1,1,1,1,5,10,2,2,2,1,0,5,6,4,2,5,2,0,2,2,0,4,5,4,2,0,Male,No,Unknown,No,No,0,Self-employed,Unknown,Other
2018021461,2,7,6,3,3,3,2,2,1,2,4,5,7,7,7,1,4,1,2,2,1,7,5,5,5,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,Very good,Other
2018021462,1,6,8,8,1,10,7,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,5,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021463,1,3,4,2,0,10,8,2,2,1,2,4,6,4,6,2,7,1,0,2,0,6,4,7,6,2,2,Male,Yes,Unknown,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018021464,1,6,5,2,1,7,10,1,3,1,2,5,4,5,5,1,7,1,2,2,2,7,7,7,7,1,3,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021465,2,6,6,2,1,5,6,1,3,1,1,5,7,6,5,1,4,1,2,1,2,4,5,7,4,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021466,1,7,7,2,1,6,8,2,2,2,4,5,7,6,4,1,6,1,2,2,2,2,7,7,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021467,1,2,1,7,0,10,10,3,3,0,0,0,4,5,5,2,7,2,2,2,0,0,7,7,0,2,0,Male,No,No,No,No,0,Unemployed or temporarily laid off,Unknown,Other
2018021468,2,5,1,7,0,3,1,2,3,2,1,5,7,5,2,1,6,1,1,2,2,1,7,5,4,2,0,Female,Yes,Yes,No,Yes,1,Unemployed or temporarily laid off,Very good,Other
2018021469,1,2,1,4,3,1,1,3,2,2,4,2,1,4,2,2,4,2,2,2,0,4,1,1,0,2,0,Male,No,No,No,No,0,Homemaker,Bad,Other
2018021470,2,2,5,3,1,1,1,2,1,2,4,4,7,7,7,1,4,2,2,2,2,7,7,7,4,2,0,Female,No,No,No,No,0,Work part-time for an employer,Good,Other
2018021471,2,7,5,2,1,8,6,3,3,2,1,5,5,5,5,1,6,1,1,2,2,1,6,4,4,1,3,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021472,1,2,7,2,0,9,3,1,3,1,1,5,3,5,3,1,7,1,1,1,2,1,7,7,6,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021473,2,2,6,2,1,1,1,2,2,1,2,2,7,7,7,1,7,1,2,1,1,7,7,1,4,1,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Bad,Full-Time
2018021474,1,5,2,2,0,4,4,2,1,0,2,2,4,3,4,2,3,2,1,2,2,5,4,3,3,2,0,Male,No,Yes,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018021475,1,7,3,6,0,2,9,2,1,1,2,5,7,7,7,1,3,0,2,2,2,7,6,6,7,1,3,Male,Unknown,No,No,No,0,"Permanently sick, disabled, or unable to work",Very good,Other
2018021476,2,2,6,2,3,7,3,1,3,1,2,4,2,4,1,1,7,1,2,1,2,5,6,4,5,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018021477,1,6,8,8,1,10,8,1,3,0,1,5,2,1,2,1,1,1,1,1,2,1,7,7,7,1,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021478,2,2,4,2,0,7,2,1,3,2,0,5,5,4,3,1,6,1,2,2,2,5,6,7,6,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021479,1,4,8,2,3,4,4,3,3,0,1,5,7,5,5,1,6,1,2,2,2,1,6,6,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021480,2,2,7,8,3,9,5,1,3,0,1,5,1,1,1,1,4,1,1,1,2,1,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021481,2,5,2,7,0,2,5,2,1,1,4,3,6,5,6,1,5,1,1,2,0,2,6,5,5,2,0,Female,Yes,Yes,No,Yes,1,Unemployed or temporarily laid off,About average,Other
2018021482,2,3,3,4,3,8,3,1,3,0,1,5,5,3,1,1,5,1,1,2,2,1,7,5,5,2,0,Female,Yes,Yes,No,Yes,1,Homemaker,Very good,Other
2018021483,2,6,5,2,3,10,6,0,2,0,3,5,7,7,7,1,4,1,2,2,1,6,5,6,7,2,3,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021484,2,2,4,8,1,9,5,3,3,0,2,5,5,5,6,1,6,1,1,1,2,0,7,7,5,2,2,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021485,2,2,7,8,1,9,4,1,3,0,1,5,1,1,1,1,7,1,2,1,1,4,7,3,6,2,0,Female,Yes,No,Yes,Yes,1,Retired,Very good,Other
2018021486,1,6,7,2,0,7,7,1,3,1,1,5,2,1,1,1,7,1,2,2,2,1,7,7,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021487,2,2,5,8,1,9,9,1,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,7,1,3,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021488,2,2,6,2,3,8,8,3,3,1,1,5,4,2,2,1,6,1,1,1,2,1,7,6,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021489,2,2,1,8,1,1,1,3,2,0,2,5,6,6,5,2,6,1,1,2,2,1,6,3,5,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018021490,2,4,4,6,3,4,2,2,2,0,2,3,6,2,3,1,6,1,2,2,2,6,6,5,5,2,0,Female,Yes,No,No,Yes,1,"Permanently sick, disabled, or unable to work",About average,Other
2018021491,2,2,5,4,2,5,0,3,2,2,2,3,4,4,6,1,5,2,2,2,1,7,5,5,4,1,2,Female,No,No,No,No,0,Homemaker,About average,Other
2018021492,2,3,2,2,0,3,2,2,2,2,0,3,5,6,6,1,6,2,2,2,1,6,7,5,3,2,0,Female,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018021493,2,2,4,2,0,6,1,0,3,1,1,5,4,4,4,1,7,1,1,2,2,1,7,4,4,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021494,2,3,5,8,3,7,4,1,3,0,1,5,1,2,2,1,7,2,1,1,2,1,7,7,7,2,0,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018021495,1,5,3,2,0,1,1,3,3,1,1,3,6,6,7,1,7,1,1,1,1,7,7,7,7,1,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,About average,Full-Time
2018021496,2,6,6,8,3,7,1,1,3,0,1,5,4,4,4,1,7,1,1,2,2,1,7,7,6,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018021497,1,6,6,8,1,9,6,1,3,0,1,5,1,1,1,1,4,1,1,1,2,1,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021498,2,2,1,3,0,4,3,1,1,2,4,3,2,4,2,2,5,2,2,0,1,6,6,2,4,2,0,Female,No,No,Unknown,No,0,Work part-time for an employer,About average,Other
2018021499,2,2,3,8,3,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,6,6,0,0,Female,Unknown,Unknown,Unknown,No,0,Retired,About average,Other
2018021500,2,2,6,2,1,10,10,1,1,1,1,1,7,7,7,1,7,1,1,1,1,7,7,7,7,1,1,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very bad,Full-Time
2018021501,2,2,6,3,2,7,5,3,3,2,2,5,5,5,1,1,4,1,1,1,2,1,5,5,4,2,0,Female,Yes,Yes,Yes,Yes,1,Work part-time for an employer,Very good,Other
2018021502,2,2,4,2,3,1,5,2,2,2,3,3,5,7,7,2,7,1,2,2,1,7,7,7,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018021503,2,2,7,2,1,7,3,0,2,2,2,5,4,4,4,1,6,1,1,0,2,3,7,7,4,2,0,Female,Yes,Yes,Unknown,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021504,1,3,6,2,1,10,5,1,3,1,2,3,7,6,6,1,6,1,0,1,1,6,5,4,4,2,0,Male,Yes,Unknown,Yes,Yes,1,Work full-time for an employer,About average,Full-Time
2018021505,2,2,4,2,3,5,4,1,3,1,2,3,5,4,4,1,5,0,0,2,2,1,7,4,3,2,0,Female,Unknown,Unknown,No,No,0,Work full-time for an employer,About average,Full-Time
2018021506,1,7,7,2,1,5,9,1,3,1,1,3,4,4,4,2,4,1,1,1,2,4,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,About average,Full-Time
2018021507,2,7,7,2,3,5,8,1,3,1,1,5,7,7,4,1,7,1,1,2,2,5,7,1,5,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021508,2,5,2,6,3,6,1,2,2,1,1,3,7,7,7,2,4,2,2,2,1,4,4,4,5,1,1,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",About average,Other
2018021509,2,7,8,2,0,1,6,2,2,1,1,5,7,7,7,1,7,1,1,1,1,7,6,6,4,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018021510,1,3,4,1,0,7,6,2,3,1,1,5,6,6,6,1,7,2,1,1,2,1,7,6,5,2,0,Male,No,Yes,Yes,Yes,1,Self-employed,Very good,Other
2018021511,1,5,5,1,0,4,6,1,2,2,1,2,6,6,4,1,6,2,2,1,2,6,4,6,4,2,0,Male,No,No,Yes,Yes,1,Self-employed,Bad,Other
2018021512,1,5,7,8,1,8,5,3,3,0,1,5,5,3,3,1,7,1,1,1,2,5,7,6,6,1,3,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018021513,2,1,5,4,3,3,1,2,2,2,3,2,5,7,7,2,4,1,2,2,1,6,5,5,3,2,0,Female,Yes,No,No,Yes,1,Homemaker,Bad,Other
2018021514,2,2,7,6,3,9,3,1,3,1,1,5,5,6,6,1,7,1,2,2,2,1,6,3,5,2,0,Female,Yes,No,No,Yes,1,"Permanently sick, disabled, or unable to work",Very good,Other
2018021515,2,3,2,8,0,10,2,0,3,0,1,5,1,1,1,1,7,1,1,2,2,1,7,6,5,2,0,Female,Yes,Yes,No,Yes,1,Retired,Very good,Other
